student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,email_valid,phone_valid,profile_json_parsed,hobbies,skills,family,devices,skills_python,skills_excel,skills_sql,skills_soft,family_siblings,family_income_father,family_income_mother,device_types,device_brands,device_years,addr_city,addr_district,addr_postal
828,Christian Butler,22,Male,71,,Lake Christophermouth,,2000-09-20 05:52:00,Data Science,100.0,active,3.06,excellent,299.0,1975-06-15 00:00:00,UZ 100216 Tashkent Johnchester,"{'hobbies': ['next', 'improve'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 1}, 'soft': ['organization', 'catch']}, 'family': {'siblings': 5, 'income': {'father': 356, 'mother': 313}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}",False,False,"{""hobbies"": [""next"", ""improve""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 1}, ""soft"": [""organization"", ""catch""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 356, ""mother"": 313}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",next|improve,"{""tech"": {""python"": 1, ""excel"": 2, ""sql"": 1}, ""soft"": [""organization"", ""catch""]}","{""siblings"": 5, ""income"": {""father"": 356, ""mother"": 313}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]",1.0,2.0,1.0,organization|catch,5.0,356.0,313.0,laptop|phone,Lenovo|Apple,2018|2022,Tashkent,Johnchester,100216
829,Unknown,18,Unknown,90,,New Diane,,2021-04-21 06:06:07,Python,100.0,active,3.7,good,242.0,2016-04-25 15:12:40,"Lake Danielview 16-kv, dom 13, Tashkent","{""hobbies"": [""night"", ""officer""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 3}, ""soft"": [""relate"", ""soldier""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1467, ""mother"": 1312}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",False,False,"{""hobbies"": [""night"", ""officer""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 3}, ""soft"": [""relate"", ""soldier""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1467, ""mother"": 1312}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",night|officer,"{""tech"": {""python"": 4, ""excel"": 5, ""sql"": 3}, ""soft"": [""relate"", ""soldier""]}","{""siblings"": 0, ""income"": {""father"": 1467, ""mother"": 1312}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]",4.0,5.0,3.0,relate|soldier,0.0,1467.0,1312.0,laptop|phone,HP|Xiaomi,2019|2018,Tashkent,Lake Danielview,
830,Kevin Hayes,20,Male,87,,South Amanda,tfisher@hotmail.com,2008-10-10 00:00:00,Data Science,100.0,active,0.0,good,156.0,2004-10-26 05:03:41,UZ 100066 Tashkent South Kaylastad,"{'hobbies': ['successful', 'show'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['hit', 'together']}, 'family': {'siblings': 2, 'income': {'father': 1335, 'mother': 309}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",True,False,"{""hobbies"": [""successful"", ""show""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 2}, ""soft"": [""hit"", ""together""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1335, ""mother"": 309}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",successful|show,"{""tech"": {""python"": 1, ""excel"": 2, ""sql"": 2}, ""soft"": [""hit"", ""together""]}","{""siblings"": 2, ""income"": {""father"": 1335, ""mother"": 309}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]",1.0,2.0,2.0,hit|together,2.0,1335.0,309.0,laptop|phone,HP|Xiaomi,2019|2020,Tashkent,South Kaylastad,100066
831,Unknown,20,Male,90,+12616137847,West Christopherside,pday@hernandez.com,1992-09-16 00:00:00,Python,100.0,pending,3.06,excellent,92.0,1999-01-29 16:08:09,"88881 Craig Run Suite 270, Tonyfurt","{'hobbies': ['experience', 'party'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 2}, 'soft': ['size', 'laugh']}, 'family': {'siblings': 2, 'income': {'father': 517, 'mother': 535}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",True,True,"{""hobbies"": [""experience"", ""party""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 2}, ""soft"": [""size"", ""laugh""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 517, ""mother"": 535}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",experience|party,"{""tech"": {""python"": 1, ""excel"": 1, ""sql"": 2}, ""soft"": [""size"", ""laugh""]}","{""siblings"": 2, ""income"": {""father"": 517, ""mother"": 535}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]",1.0,1.0,2.0,size|laugh,2.0,517.0,535.0,laptop|phone,HP|Xiaomi,2021|2020,Tonyfurt,88881 Craig Run Suite 270,
832,Carrie Gonzales ,20,Female,87,,Brandonshire,,1979-03-15 00:00:00,Python,100.0,pending,3.7,excellent,242.0,1984-11-25 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""race"", ""big""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 4}, ""soft"": [""goal"", ""skill""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 943, ""mother"": 974}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",False,False,"{""hobbies"": [""race"", ""big""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 4}, ""soft"": [""goal"", ""skill""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 943, ""mother"": 974}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",race|big,"{""tech"": {""python"": 4, ""excel"": 5, ""sql"": 4}, ""soft"": [""goal"", ""skill""]}","{""siblings"": 1, ""income"": {""father"": 943, ""mother"": 974}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]",4.0,5.0,4.0,goal|skill,1.0,943.0,974.0,laptop|phone,Dell|Samsung,2019|2019,,,
833,Lauren Briggs ,20,Unknown,92,,Lake Jessica,,2021-07-06 01:16:16,Data Science,100.0,pending,3.06,excellent,88.0,1992-07-28 04:15:23,"408 Dawn Drives, Lake Richard","{'hobbies': ['strategy', 'effect'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 1}, 'soft': ['reduce', 'election']}, 'family': {'siblings': 1, 'income': {'father': 647, 'mother': 1099}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",False,False,"{""hobbies"": [""strategy"", ""effect""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 1}, ""soft"": [""reduce"", ""election""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 647, ""mother"": 1099}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",strategy|effect,"{""tech"": {""python"": 2, ""excel"": 5, ""sql"": 1}, ""soft"": [""reduce"", ""election""]}","{""siblings"": 1, ""income"": {""father"": 647, ""mother"": 1099}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]",2.0,5.0,1.0,reduce|election,1.0,647.0,1099.0,laptop|phone,Lenovo|Xiaomi,2016|2020,Lake Richard,408 Dawn Drives,
834,Megan Roberts,21,Male,65,+14067595558,Bentonberg,,1989-09-04 00:00:00,Data Science,100.0,inactive,3.06,average,200.0,1983-09-11 00:00:00,"Apartment 11, North John district, Tashkent, UZ, 100241","{'hobbies': ['indicate', 'available'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 3}, 'soft': ['choose', 'evidence']}, 'family': {'siblings': 4, 'income': {'father': 1417, 'mother': 483}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",False,True,"{""hobbies"": [""indicate"", ""available""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 3}, ""soft"": [""choose"", ""evidence""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1417, ""mother"": 483}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}",indicate|available,"{""tech"": {""python"": 3, ""excel"": 2, ""sql"": 3}, ""soft"": [""choose"", ""evidence""]}","{""siblings"": 4, ""income"": {""father"": 1417, ""mother"": 483}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]",3.0,2.0,3.0,choose|evidence,4.0,1417.0,483.0,laptop|phone,Lenovo|Xiaomi,2022|2024,Tashkent,North John district,100241
835,Tiffany Beard ,20,Female,99,,Susanchester,,2021-01-30 00:45:40,Data Science,100.0,active,3.06,average,111.0,2003-07-05 00:00:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,False,False,,,,,,,,,,,,,,,,,,
836,April Bryant,20,Male,90,+18376267959,Joelhaven,,2023-03-01 09:13:19,Data Science,100.0,pending,1.49,excellent,137.0,1974-03-13 20:49:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,False,True,,,,,,,,,,,,,,,,,,
837,Terry James,18,Unknown,74,,Josephburgh,,1979-05-06 07:09:48,Data Science,100.0,inactive,3.7,excellent,105.0,1970-12-11 13:04:36,"Jonesport 21-kv, dom 14, Tashkent",INVALID_JSON_DATA,False,False,,,,,,,,,,,,,,,,Tashkent,Jonesport,
838,Unknown,20,Female,87,,West Matthew,,1971-08-23 10:16:03,Python,100.0,inactive,3.06,excellent,240.0,2025-07-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""prepare"", ""together""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 1}, ""soft"": [""prove"", ""PM""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1153, ""mother"": 761}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",False,False,"{""hobbies"": [""prepare"", ""together""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 1}, ""soft"": [""prove"", ""PM""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1153, ""mother"": 761}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",prepare|together,"{""tech"": {""python"": 5, ""excel"": 2, ""sql"": 1}, ""soft"": [""prove"", ""PM""]}","{""siblings"": 2, ""income"": {""father"": 1153, ""mother"": 761}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]",5.0,2.0,1.0,prove|PM,2.0,1153.0,761.0,laptop|phone,HP|Apple,2021|2021,,,
839,Willie Smith ,18,Male,90,,Daleland,nbaker@yahoo.com,1986-03-20 20:31:04,Python,100.0,active,3.06,good,213.0,1995-05-10 10:19:00,"03191 Brooke Expressway, Katiemouth","{hobbies:['establish', 'mouth']}",True,False,"{""hobbies"": [""establish"", ""mouth""]}",establish|mouth,,,,,,,,,,,,,,Katiemouth,03191 Brooke Expressway,
840,Ronald Wade ,20,Male,82,,New Kristine,,2011-03-06 00:00:00,Data Science,100.0,active,3.06,average,104.0,2012-07-06 00:00:00,"Apartment 47, Garciaborough district, Tashkent, UZ, 100793","{hobbies:['country', 'they']}",False,False,"{""hobbies"": [""country"", ""they""]}",country|they,,,,,,,,,,,,,,Tashkent,Garciaborough district,100793
841,Unknown,20,Female,64,+12544281140,Frenchside,,2023-06-12 05:23:09,Data Science,100.0,active,3.06,excellent,109.0,2022-02-08 03:03:48,UZ 100459 Tashkent Andrewland,"{'hobbies': ['ask', 'model'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['amount', 'try']}, 'family': {'siblings': 0, 'income': {'father': 587, 'mother': 1190}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",False,True,"{""hobbies"": [""ask"", ""model""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 1}, ""soft"": [""amount"", ""try""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 587, ""mother"": 1190}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",ask|model,"{""tech"": {""python"": 4, ""excel"": 4, ""sql"": 1}, ""soft"": [""amount"", ""try""]}","{""siblings"": 0, ""income"": {""father"": 587, ""mother"": 1190}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]",4.0,4.0,1.0,amount|try,0.0,587.0,1190.0,laptop|phone,Lenovo|Samsung,2020|2022,Tashkent,Andrewland,100459
842,Jessica Schroeder,22,Female,76,,Blanchardhaven,morrisonchristopher@rodriguez.com,1975-02-22 00:00:00,Python,100.0,active,3.06,good,181.0,1981-02-13 03:39:00,UZ 100194 Tashkent North Hannahberg,INVALID_JSON_DATA,True,False,,,,,,,,,,,,,,,,Tashkent,North Hannahberg,100194
843,Michael Bell ,18,Unknown,80,+12696743191,Port Toddbury,,1995-07-15 00:00:00,Data Science,100.0,inactive,3.06,average,168.0,2020-10-15 07:08:52,"07099 Perez Forges, Joseborough","{hobbies:['experience', 'dream']}",False,True,"{""hobbies"": [""experience"", ""dream""]}",experience|dream,,,,,,,,,,,,,,Joseborough,07099 Perez Forges,
844,Amanda Diaz ,18,Female,73,+11655661846,North Theresa,,2004-06-20 00:00:00,Data Science,100.0,pending,3.06,excellent,92.0,2013-05-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['on', 'stock'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['seven', 'fire']}, 'family': {'siblings': 3, 'income': {'father': 610, 'mother': 461}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",False,True,"{""hobbies"": [""on"", ""stock""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 2}, ""soft"": [""seven"", ""fire""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 610, ""mother"": 461}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",on|stock,"{""tech"": {""python"": 3, ""excel"": 3, ""sql"": 2}, ""soft"": [""seven"", ""fire""]}","{""siblings"": 3, ""income"": {""father"": 610, ""mother"": 461}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]",3.0,3.0,2.0,seven|fire,3.0,610.0,461.0,laptop|phone,Lenovo|Samsung,2022|2018,,,
845,Michael Johnson ,19,Unknown,82,,Randytown,nmason@hotmail.com,2019-10-24 00:00:00,Python,100.0,pending,0.0,average,111.0,1979-05-09 00:00:00,UZ 100473 Tashkent Scottmouth,INVALID_JSON_DATA,True,False,,,,,,,,,,,,,,,,Tashkent,Scottmouth,100473
846,Unknown,19,Unknown,71,+17542475677,Johnview,,2018-12-09 21:28:50,Data Science,100.0,pending,3.06,excellent,76.0,2008-03-14 00:00:00,UZ 100817 Tashkent North Kelly,"{'hobbies': ['help', 'exist'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 4}, 'soft': ['player', 'store']}, 'family': {'siblings': 3, 'income': {'father': 973, 'mother': 366}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}",False,True,"{""hobbies"": [""help"", ""exist""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 4}, ""soft"": [""player"", ""store""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 973, ""mother"": 366}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",help|exist,"{""tech"": {""python"": 2, ""excel"": 4, ""sql"": 4}, ""soft"": [""player"", ""store""]}","{""siblings"": 3, ""income"": {""father"": 973, ""mother"": 366}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]",2.0,4.0,4.0,player|store,3.0,973.0,366.0,laptop|phone,Dell|Xiaomi,2015|2020,Tashkent,North Kelly,100817
847,Derrick Cain ,20,Male,87,,East Angela,,1990-05-16 03:17:19,Data Science,100.0,pending,0.0,excellent,290.0,1973-03-15 11:00:23,"East Brittanychester 22-kv, dom 28, Tashkent","{'hobbies': ['million', 'democratic'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 2}, 'soft': ['focus', 'such']}, 'family': {'siblings': 3, 'income': {'father': 529, 'mother': 1141}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",False,False,"{""hobbies"": [""million"", ""democratic""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 2}, ""soft"": [""focus"", ""such""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 529, ""mother"": 1141}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",million|democratic,"{""tech"": {""python"": 3, ""excel"": 3, ""sql"": 2}, ""soft"": [""focus"", ""such""]}","{""siblings"": 3, ""income"": {""father"": 529, ""mother"": 1141}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]",3.0,3.0,2.0,focus|such,3.0,529.0,1141.0,laptop|phone,Dell|Xiaomi,2022|2022,Tashkent,East Brittanychester,
848,Unknown,20,Male,87,+13883811205,Brooksport,,1982-06-08 00:00:00,Data Science,100.0,inactive,3.7,excellent,243.0,2002-05-16 22:20:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['consumer', 'expect'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 3}, 'soft': ['suggest', 'artist']}, 'family': {'siblings': 3, 'income': {'father': 522, 'mother': 1255}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",False,True,"{""hobbies"": [""consumer"", ""expect""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 3}, ""soft"": [""suggest"", ""artist""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 522, ""mother"": 1255}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",consumer|expect,"{""tech"": {""python"": 1, ""excel"": 5, ""sql"": 3}, ""soft"": [""suggest"", ""artist""]}","{""siblings"": 3, ""income"": {""father"": 522, ""mother"": 1255}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]",1.0,5.0,3.0,suggest|artist,3.0,522.0,1255.0,laptop|phone,Lenovo|Apple,2024|2019,,,
849,Steven Powell,20,Unknown,71,+13423057171,West Brittanybury,,2025-03-14 00:00:00,Data Science,100.0,inactive,2.89,excellent,188.0,2003-03-09 00:00:00,UZ 100398 Tashkent Jeremyland,"{'hobbies': ['reality', 'similar'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 3}, 'soft': ['able', 'blue']}, 'family': {'siblings': 1, 'income': {'father': 1298, 'mother': 1314}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",False,True,"{""hobbies"": [""reality"", ""similar""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 3}, ""soft"": [""able"", ""blue""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1298, ""mother"": 1314}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}",reality|similar,"{""tech"": {""python"": 4, ""excel"": 4, ""sql"": 3}, ""soft"": [""able"", ""blue""]}","{""siblings"": 1, ""income"": {""father"": 1298, ""mother"": 1314}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]",4.0,4.0,3.0,able|blue,1.0,1298.0,1314.0,laptop|phone,Dell|Xiaomi,2024|2022,Tashkent,Jeremyland,100398
850,Unknown,20,Female,87,,Paulfort,chambersjames@yahoo.com,2002-07-08 00:00:00,Python,100.0,pending,1.81,average,50.0,2022-08-02 23:39:52,"40380 Rodriguez Harbor, New Samantha","{'hobbies': ['process', 'rather'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 3}, 'soft': ['explain', 'might']}, 'family': {'siblings': 4, 'income': {'father': 1108, 'mother': 1251}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",True,False,"{""hobbies"": [""process"", ""rather""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 3}, ""soft"": [""explain"", ""might""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1108, ""mother"": 1251}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",process|rather,"{""tech"": {""python"": 3, ""excel"": 4, ""sql"": 3}, ""soft"": [""explain"", ""might""]}","{""siblings"": 4, ""income"": {""father"": 1108, ""mother"": 1251}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]",3.0,4.0,3.0,explain|might,4.0,1108.0,1251.0,laptop|phone,Lenovo|Xiaomi,2016|2021,New Samantha,40380 Rodriguez Harbor,
851,Unknown,20,Female,87,,Aguilarfort,dclark@hotmail.com,1976-05-27 00:00:00,Python,100.0,pending,3.7,excellent,110.0,1974-06-21 00:00:00,"Juanburgh 25-kv, dom 35, Tashkent",INVALID_JSON_DATA,True,False,,,,,,,,,,,,,,,,Tashkent,Juanburgh,
852,Catherine Powell ,18,Unknown,90,+18810060039,Powellmouth,garywilson@gmail.com,2016-01-31 14:22:00,Data Science,91.0,inactive,3.06,average,158.0,2022-05-15 20:12:06,"Apartment 33, South Andrewport district, Tashkent, UZ, 100176","{hobbies:['under', 'throughout']}",True,True,"{""hobbies"": [""under"", ""throughout""]}",under|throughout,,,,,,,,,,,,,,Tashkent,South Andrewport district,100176
853,Justin Garcia,20,Female,87,+11786845405,New Ryan,,1993-02-05 00:09:40,Data Science,100.0,pending,3.06,excellent,96.0,1993-09-04 20:42:00,"Rodriguezmouth 29-kv, dom 31, Tashkent","{""hobbies"": [""man"", ""mission""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 3}, ""soft"": [""coach"", ""moment""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 766, ""mother"": 1329}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",False,True,"{""hobbies"": [""man"", ""mission""], ""skills"": {""tech"": {""python"": 3, ""excel"": 2, ""sql"": 3}, ""soft"": [""coach"", ""moment""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 766, ""mother"": 1329}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",man|mission,"{""tech"": {""python"": 3, ""excel"": 2, ""sql"": 3}, ""soft"": [""coach"", ""moment""]}","{""siblings"": 2, ""income"": {""father"": 766, ""mother"": 1329}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]",3.0,2.0,3.0,coach|moment,2.0,766.0,1329.0,laptop|phone,Lenovo|Samsung,2023|2020,Tashkent,Rodriguezmouth,
